Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
SHLAF,SCHINDLER HLDG PARTN CTFS,Pink Limited,220.167500,,1028,Foreign Ordinary Shares,Switzerland,
SHLLF,SHELF DRILLING LTD,Pink Limited,2.520000,,0,Foreign Ordinary Shares,United Arab Emirates,
SHLRF,SCHINDLER HLDG AG AKT,Pink Limited,223.000000,,0,Other Security Type,Switzerland,
SHMCF,RENEWI PLC,Pink Current,8.320000,,0,Foreign Ordinary Shares,United Kingdom,
SHMDF,SHIMANO INC,Pink Limited,144.500000,,0,Foreign Ordinary Shares,Japan,
SHMN,SOHM INC,Pink Current,0.001100,10.000000,7445900,Common Stock,USA,California
SHMP,NATURALSHRIMP INC,OTCQB,0.029100,-6.880000,1379502,Common Stock,USA,Texas
SHMSF,SHIMAO SVCS HLDG LTD,Pink Current,0.152700,,0,Foreign Ordinary Shares,,
SHMSY,SHIMAO SVCS HLDG UNSP/ADR,Pink Current,0.000000,,0,ADRs,,
SHMUF,SHIMIZU CORP ORD,Pink Limited,6.606000,,0,Foreign Ordinary Shares,Japan,
SHMUY,SHIMIZU CORP UNSP/ADR,Pink Limited,21.280000,,0,ADRs,Japan,
SHMWF,SHINMAYWA INDUSTRIES,Pink Limited,7.850000,,0,Foreign Ordinary Shares,,
SHMY,SYNERGY EMPIRE LTD,OTCQB,3.590000,,0,Common Stock,Malaysia,
SHMZF,SHIMADZU CORP ORD,Pink Limited,31.045000,,0,Foreign Ordinary Shares,,
SHNJF,ROGUE BARON PLC,Pink Current,0.022650,,0,Foreign Ordinary Shares,United Kingdom,England
SHNMF,SHIN MAINT HLDGS CO LTD,Pink Limited,0.000000,,0,Common Stock,,
SHNUF,INTOUCH HLDGS PCL,Pink Limited,2.000000,,0,Foreign Ordinary Shares,Thailand,
SHNWF,SCHRODERS PLC,Pink Current,5.242500,0.469500,119,Foreign Ordinary Shares,United Kingdom,
SHNXY,SHANDONG XINHUA PHAR ADR,Pink Current,18.190000,,0,ADRs,,
SHNZF,SHIN ZU SHING CO LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
SHOFF,SHOEI CO LTD,Pink Limited,18.990000,,0,Foreign Ordinary Shares,,
SHOUY,SHOUGANG FUSHAN UNSP/ADR,Pink Current,0.000000,,0,ADRs,China,Hong Kong
SHPHF,SIHUAN PHARM HOLDINGS GP,Pink Current,0.080000,-8.571400,10000,Foreign Ordinary Shares,,
SHPHY,SIHUAN PHARM HLDGS ADR,Pink Current,0.000000,,0,ADRs,,
SHPMF,SHANGHAI PHARMS HL H ORD,Pink Current,1.560000,,0,Foreign Ordinary Shares,China,
SHPMY,SHANGHAI PHARMS UNSP/ADR,Pink Current,8.320000,,3,ADRs,China,
SHPNF,SHOAL POINT ENERGY,Pink Current,0.034100,,0,Foreign Ordinary Shares,Canada,British Columbia
SHPPF,SHOP APOTHEKE EUROPE NV,Pink Limited,100.800000,,0,Foreign Ordinary Shares,,
SHRG,SHARING SERVICES GLOBL CP,OTCQB,0.005000,0.000000,19215,Common Stock,USA,Texas
SHSGF,SHENG SIONG GROUP LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,Singapore,
SHTDF,SINOPHARM GROUP CO LTD,Pink Current,2.815000,2.831100,543,Foreign Ordinary Shares,China,
SHTDY,SINOPHARM GRP CO UNSP/ADR,Pink Current,13.880000,-0.501800,17087,ADRs,China,
SHTGF,SHUN TAK HLDGS LTD,Pink Limited,0.140000,,0,Foreign Ordinary Shares,China,
SHTLF,SOUTH32 LTD ORD,Pink Current,2.368000,,0,Foreign Ordinary Shares,Australia,
SHUFF,SHUFERSAL LTD B ORD,Pink Limited,5.000000,,0,Foreign Ordinary Shares,,
SHUNF,SHUNFENG INTL CLEAN ENRGY,Pink Current,0.003225,,0,Foreign Ordinary Shares,China,
SHVLF,STARCORE INTL MINES LTD,Pink Current,0.090000,,0,Foreign Ordinary Shares,Canada,British Columbia
SHVTF,SELECT HARVESTS LTD ORD,Pink Current,2.880100,,0,Foreign Ordinary Shares,Australia,Victoria
SHWDF,SHOWA DENKO ORD,Pink Limited,15.650000,,0,Foreign Ordinary Shares,Japan,
SHWDY,RESONAC HOLDINGS CP U/ADR,Pink Limited,15.890000,,0,ADRs,Japan,
SHWGF,SHANDONG W/G MED POLYMER,Pink Current,1.725000,,0,Foreign Ordinary Shares,China,
SHWGY,SHANDONG W/G MED UNSP/ADR,Pink Current,5.470000,,0,ADRs,China,
SHWZ,MEDICINE MAN TECH INC,OTCQX U.S.,0.697100,-1.816900,26269,Foreign Ordinary Shares,USA,Colorado
SHXWF,XINHUA WINSHARE PUBG,Pink Current,0.780000,,0,Foreign Ordinary Shares,China,
SHZHY,SHENZHOU INTL GRP UNS/ADR,Pink Current,9.390000,-0.844800,16578,ADRs,China,
SHZNF,SHENZHEN EXPRESS CO H SHS,Pink Current,0.860000,,1,Foreign Ordinary Shares,China,
SHZNY,SHENZHEN EXPRSWY UNSP/ADR,Pink Current,48.120000,,0,ADRs,China,
SIACF,STAR ASIA INVT CORP,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
SIARF,SIA REIT INC,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
SICNF,SOKOMAN MINERALS CORP,OTCQB,0.066550,0.075200,26000,Foreign Ordinary Shares,Canada,Ontario
SICRF,SIMCORP AS ORD,Pink Limited,107.000000,,0,Foreign Ordinary Shares,,
SICUF,SIAM CITY CEMENT CO LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Thailand,
SIEGY,SIEMENS AG SPONS ADR,Pink Current,72.880000,-2.279400,252792,ADRs,Germany,
SIELF,SHANGHAI ELEC GRP H SHS,Pink Current,0.245000,,0,Foreign Ordinary Shares,China,
SIELY,SHANGHAI ELEC GP UNSP/ADR,Pink Current,4.170000,,1,ADRs,China,
SIERF,SIERRA GRANDE MINERLS INC,OTCQB,0.073600,,0,Foreign Ordinary Shares,Canada,British Columbia
SIETY,D IETEREN GROUP  UNSP/ADR,Pink Limited,86.090000,,24,ADRs,Belgium,
SIEVF,D IETEREN GROUP NV,Pink Limited,168.000000,,0,Foreign Ordinary Shares,Belgium,
SIGCY,SIG GROUP AG UNSP/ADR,Pink Limited,26.080000,,0,ADRs,Switzerland,
SIGGF,SIGMA HEALTHCARE LTD ORD,Pink Current,0.000000,,0,Foreign Ordinary Shares,Australia,Victoria
SIGL,SIGNAL ADVANCE INC,Pink Current,0.132220,1.707700,1050,Common Stock,USA,Texas
SIGRF,SLIGRO FOOD GROUP,Pink Limited,19.000000,,0,Foreign Ordinary Shares,,
SIGY,SIGYN THERAPEUTICS INC,OTCQB,0.270000,17.391300,39042,Common Stock,USA,California
SIHBY,SHENZHEN INVT HLDGS S/ADR,Pink Current,1.790000,,2,ADRs,Hong Kong,
SIIXF,SIIX CORP ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
SILDF,SINTOKOGIO LTD,Pink Limited,7.480000,,0,Foreign Ordinary Shares,,
SILEF,SILVER ELEPHANT MNG CORP,OTCQX International,0.210000,5.000000,2434,Foreign Ordinary Shares,Canada,British Columbia
SILFF,SILO WELLNESS INC,OTCQB,0.007300,73.809500,24600,Foreign Ordinary Shares,Canada,Ontario
SILLF,SARIN TECHS LTD ORD,Pink Current,0.329050,,0,Foreign Ordinary Shares,Israel,
SILS,SILVER SCOTT MINES INC,Pink Limited,0.052900,0.000000,500,Common Stock,USA,Florida
SILXF,SILEX SYSTEMS LTD ORD,OTCQX International,2.300000,,0,Foreign Ordinary Shares,Australia,New South Wales
SILXY,SILEX SYS LTD SPON ADR,OTCQX International,10.800000,-9.243700,3087,ADRs,Australia,New South Wales
SIMEF,SIME DARBY PRPTY BERHAD,Pink Limited,0.115120,,0,Foreign Ordinary Shares,,
SIMTF,SIM TECHNOLOGY GRP LTD,Pink Current,0.043350,,0,Foreign Ordinary Shares,China,
SING,SINGLEPOINT INC,OTCQB,2.250000,38.036800,42599,Common Stock,USA,Arizona
SINGF,SINGAPORE AIRLNS SIA ORD,Pink Current,5.050000,0.198400,100,Foreign Ordinary Shares,Singapore,
SINGY,SINGAPORE AIRLNS UNSP/ADR,Pink Current,10.030000,-1.376600,38841,ADRs,Singapore,
SIOLF,SINO-OCEAN LAND ORD,Pink Current,0.050000,,0,Foreign Ordinary Shares,China,
SIOLY,SINO-OCEAN GRP UNSP/ADR,Pink Current,0.852100,1.646200,6880,ADRs,China,
SIPC,SIPP INDUSTRIES INC NEW,Pink Current,0.001600,-7.514500,25100,Common Stock,USA,California
SIPN,SIPP INTL INDUSTRIES INC,Pink Current,0.011000,,0,Common Stock,Australia,New South Wales
SIRC,SOLAR INTEG ROOFING CORP,Pink Current,0.008600,43.333300,18122799,Common Stock,USA,Nevada
SIREF,SIRIOS RESOURCES CORP,Pink Current,0.035500,18.333300,55253,Foreign Ordinary Shares,Canada,Quebec
SIRLF,ISHARES PLC ETF,Pink Current,21.650000,,0,ETFs,United Kingdom,England
SIRZF,SIR RTY INCOME FUND UNIT,Pink Current,11.000000,,0,Units,Canada,Ontario
SISAF,SIPEF SA ORD,Pink Limited,54.000000,,0,Foreign Ordinary Shares,Belarus,
SISPF,SCIENCE IN SPORT PLC,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
SISXF,SAVARIA CORP,Pink Current,11.597000,-1.637000,1200,Foreign Ordinary Shares,Canada,Quebec
SITIF,SITC INTL HLDGS CO ORD,Pink Current,1.868000,,0,Foreign Ordinary Shares,,
SITIY,SITC INTL HLDG UNSP/ADR,Pink Current,18.920000,1.791600,4807,ADRs,,
SITKF,SITKA GOLD CORP,OTCQB,0.120000,0.170300,10900,Foreign Ordinary Shares,Canada,British Columbia
SITS,SOUTHERN ITS INTAL INC,Pink Current,0.055000,-2.740900,32089,Common Stock,USA,California
SIUAF,STABILUS SE,Pink Limited,43.842050,,0,Foreign Ordinary Shares,,
SIUDF,SHANGHAI INDL URBAN DEV,Pink Current,0.091100,,0,Foreign Ordinary Shares,,
SIXWF,SIXTH WAVE INNOVATIONS,OTCQB,0.011200,,0,Foreign Ordinary Shares,Canada,Nova Scotia
SJMHF,SJM HOLDINGS LTD ORD,Pink Current,0.430500,-8.404300,35000,Foreign Ordinary Shares,China,Hong Kong
SJMHY,SJM HLDGS LTD UNSP/ADR,Pink Current,1.765000,,0,ADRs,China,Hong Kong
SJOYW,SCIENJOY HOLDING CORP WTS,OTCQB,0.015500,,0,Warrants,China,
SJRNF,ARCWEST EXPL INC,Pink Current,0.075000,,0,Foreign Ordinary Shares,Canada,British Columbia
SJUSF,SAN JU SAN FINL GROUP INC,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
SKAS,SAKER AVIATION SVCS,OTCQB,5.850000,,0,Common Stock,USA,New York
SKBSY,SKANSKA AB S/ADR,Pink Current,14.160000,-0.701300,28083,ADRs,Sweden,
SKCBY,SHINKIN CNTRL BK UNSP/ADR,Pink Limited,8.370000,,0,ADRs,Japan,
SKCOF,SK ELECTRONICS CO LTD ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
SKFG,STARK FOCUS GROUP INC,Pink Current,0.070000,,0,Common Stock,USA,Florida
SKFOF,SIKA FINANZ NEW,Pink Limited,270.000000,-5.230600,844,Foreign Ordinary Shares,Switzerland,
SKFRY,SKF AB S/ADR,Pink Current,16.245000,-1.991000,42181,ADRs,Sweden,
SKHCF,SONIC HEALTHCARE LTD,Pink Current,20.270000,-3.255100,462,Foreign Ordinary Shares,Australia,New South Wales
SKHHY,SONIC HEALTHCARE SP/ADR,Pink Current,20.230000,-2.176000,40748,ADRs,Australia,New South Wales
SKHRF,STAKEHOLDER GOLD CORP,Pink Current,4.580000,,0,Foreign Ordinary Shares,,
SKHSF,SEKISUI HOUSE LTD,Pink Current,19.550000,0.051200,166,Foreign Ordinary Shares,Japan,
SKHSY,SEKISUI HOUSE LTD S/ADR,Pink Current,19.860000,-0.600600,17510,ADRs,Japan,
SKKAF,SK KAKEN CO LTD,Pink Limited,365.000000,,0,Foreign Ordinary Shares,Japan,
SKKFF,STRIKEWELL ENERGY CORP,Pink Current,0.072000,,0,Foreign Ordinary Shares,Canada,British Columbia
SKKLF,SHIKOKU CHEMICALS CP ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
SKKRF,SKRR EXPL INC,Pink Current,0.151500,26.092400,26191,Common Stock,Canada,British Columbia
SKKY,SKKYNET CLOUD SYSTEMS INC,OTCQB,0.280000,,0,Common Stock,Canada,Ontario
SKLKF,SHINSEI BANK LT TOKYO NEW,Pink Limited,19.620000,,0,Foreign Ordinary Shares,Japan,
SKLTF,SEEK LTD ORD,Pink Current,14.552000,,0,Foreign Ordinary Shares,Australia,Victoria
SKLTY,SEEK LTD UNSP/ADR,Pink Current,29.460000,-0.808100,15185,ADRs,Australia,Victoria
SKLUY,SKELLERUP HLDGS UNSP/ADR,Pink Current,29.700000,,0,ADRs,,
SKPGF,SPARK POWER GROUP INC,Pink Current,0.270100,,0,Foreign Ordinary Shares,,
SKPJY,SKY PERFECT CORP UNSP/ADR,Pink Limited,7.250000,,0,ADRs,,
SKPO,SKYE PETE INC,Pink Current,0.002300,,0,Common Stock,USA,Texas
SKRJ,SILK ROAD ENTMT INC,Pink Current,0.103000,,0,Common Stock,USA,Nevada
SKRRF,SIKARIN PUBLIC CO LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Thailand,
SKSBF,SKANSKA AB B FREE,Pink Current,14.000000,1.892300,200,Foreign Ordinary Shares,Sweden,
SKSJF,SHINKO SHOJI CO LTD ORD,Pink Limited,9.960000,,0,Foreign Ordinary Shares,Japan,
SKSUF,SEKISUI CHEMICAL CO,Pink Limited,14.858000,,0,Foreign Ordinary Shares,Japan,
SKSUY,SEKISUI CHEMICAL UNSP/ADR,Pink Limited,76.250000,,0,ADRs,Japan,
SKTCF,SKYCHAIN TECHNOLOGIES INC,Pink Current,0.020000,,0,Foreign Ordinary Shares,Canada,British Columbia
SKTP,SKYTOP LODGE CORP,Pink Limited,778.000000,,0,Common Stock,USA,Pennsylvania
SKTPP,SKYTOP LODGE CORP 7 PFD,Pink Limited,148.000000,-38.072700,1,Preferred Stock,USA,Pennsylvania
SKUEF,SEKISUI HOUSE REIT INC,Pink Limited,0.000000,,0,Other Security Type,,
SKUFF,SVENSKA KULLAGERFBRKN B,Pink Limited,16.750987,,0,Foreign Ordinary Shares,Sweden,
SKURF,SAKURA INTERNET INC,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
SKUYF,SANSEI YUSOKI CO LTD ORD,Pink Limited,8.810000,,0,Foreign Ordinary Shares,Japan,
SKVI,SKINVISIBLE INC,OTCQB,0.085825,,0,Common Stock,USA,Nevada
SKWG,SKYWEALTH GROUP INC,Pink Current,2.266000,,0,Common Stock,Hong Kong,
SKXJF,SANKYO CO,Pink Limited,45.300000,,0,Foreign Ordinary Shares,Japan,
SKYE,SKYE BIOSCIENCE INC,OTCQB,0.010000,5.263200,4935625,Common Stock,USA,California
SKYI,SKY CENTURY INVESTMENT,Pink Current,0.003300,-35.609800,103000,Common Stock,USA,Nevada
SKYZF,SKY CITY ENTMT GROUP LTD,Pink Current,1.420000,,0,Foreign Ordinary Shares,New Zealand,
SLASF,SILK LASER AUSTRALIA LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
SLBK,SKYLINE BANKSHARES INC,OTCQX U.S.,12.000000,,0,Common Stock,USA,Virginia
SLCH,SPOTLIGHT CAP HLDGS INC,Pink Limited,0.004300,,0,Common Stock,USA,Nevada
SLCJF,SLC AGRICOLA SA ORD,Pink Current,6.175599,,0,Foreign Ordinary Shares,Brazil,
SLCJY,SLC AGRICOLA SA S/ADR,Pink Current,8.205000,-1.144600,1091,ADRs,Brazil,
SLDC,SOLIDUS COMMUNICATION INC,Pink Current,0.002725,4.807700,127812,Common Stock,USA,Florida
SLDX,STELLA DIAGNOSTICS INC,Pink Current,0.075350,,36,Common Stock,USA,Utah
SLEGF,SILERGY CORP,Pink Limited,188.095157,,0,Foreign Ordinary Shares,,
SLFIF,SUN LIFE FNCL PFD A SER 4,Pink Current,19.650000,,0,Preferred Stock,Canada,Ontario
SLFPF,ABRDN PLC,Pink Current,2.360000,,0,Foreign Ordinary Shares,United Kingdom,
SLFPY,ABRDN PLC UNSP ADR,Pink Current,8.500000,,20,ADRs,United Kingdom,
SLGD,SCOTTS LIQUID GOLD INC,Pink Current,0.430000,,0,Common Stock,USA,Colorado
SLGGF,SOLGOLD PLC ORD,Pink Current,0.185000,2.777800,105971,Foreign Ordinary Shares,Australia,Queensland
SLGWF,SLANG WORLDWIDE INC,OTCQB,0.033650,-7.300300,3108,Foreign Ordinary Shares,Canada,Ontario
SLHGF,SKYLIGHT HEALTH GROUP INC,Pink Current,0.002700,,0,Foreign Ordinary Shares,Canada,Ontario
SLHPF,SKYLIGHT HLTH GP 9.25 PFD,Pink Current,0.012600,,0,Preferred Stock,Canada,Ontario
SLLDY,SANLAM LTD S/ADR,Pink Current,6.990000,-0.569000,17154,ADRs,South Africa,
SLLFF,GUSBOURNE PLC ORD,Pink Current,0.940000,,0,Foreign Ordinary Shares,United Kingdom,
SLMAF,SANLAM LTD ORD,Pink Current,3.646500,,0,Foreign Ordinary Shares,South Africa,
SLMFF,SOLIS MINERALS LTD,OTCQB,0.277200,,0,Foreign Ordinary Shares,Australia,Western Australia
SLMLF,APEX RESOURCES INC ORD,Pink Current,0.044000,,0,Foreign Ordinary Shares,Canada,British Columbia
SLMXF,SLAM EXPLORATION LTD,Pink Current,0.037500,,0,Foreign Ordinary Shares,Canada,New Brunswick
SLMZF,DAMARA GOLD CORP ORD,Pink Current,0.025000,12.107600,700,Foreign Ordinary Shares,Canada,British Columbia
SLNCF,SILENCE THERAPEUTICS ORD,Pink Current,0.878950,,0,Foreign Ordinary Shares,United Kingdom,
SLNFF,SOLUTION FINL INC,Pink Current,0.202000,-0.148300,10000,Foreign Ordinary Shares,Canada,British Columbia
SLNLF,STELLA INTL HLDGS LTD ORD,Pink Current,0.850000,,0,Foreign Ordinary Shares,China,
SLNLY,STELLA INTL HLDG UNSP/ADR,Pink Current,10.440000,-1.879700,493,ADRs,China,
SLNTY,SOLUTIONS 30 SE UNSP/ADR,Pink Limited,16.810000,,0,ADRs,,
SLOFF,SOLSTAD FARSTAD ASA ORD,Pink Limited,1.510000,,0,Foreign Ordinary Shares,Norway,
SLOIF,"SOITEC, BERNIN ORD NEW",Pink Limited,192.200000,,0,Foreign Ordinary Shares,France,
SLOIY,SILICON ON INS UNSP/ADR,Pink Limited,77.750000,,0,ADRs,France,
SLRK,SOLERA NATL BNCRP INC CO,Pink Current,11.950000,,0,Common Stock,USA,Colorado
SLROF,STELLAR RESOURCES LTD ORD,Pink Current,0.017000,,0,Foreign Ordinary Shares,Australia,Victoria
SLRRF,SILVER RANGE RES LTD ORD,Pink Current,0.080000,3.225800,1000,Foreign Ordinary Shares,Canada,British Columbia
SLSCF,SOLASTO CORP,Pink Limited,0.000000,,0,Common Stock,,
SLSDF,SELECT SANDS CORP ORD,OTCQB,0.021700,,535,Foreign Ordinary Shares,Canada,British Columbia
SLSSF,SOLARIS RES INC,OTCQB,4.295700,,24,Foreign Ordinary Shares,Canada,British Columbia
SLTCY,SILTRONIC AG UNSP/ADR,Pink Limited,8.550000,0.588200,1000,ADRs,,
SLTFF,PEGASUS RESOURCES INC,Pink Current,0.050000,,0,Foreign Ordinary Shares,Canada,British Columbia
SLTN,SILVERTON ENERGY INC,Pink Current,0.028200,,0,Common Stock,USA,Texas
SLTQY,SOCIETATEA NATL GAZ S/GDR,Pink Limited,9.000000,,0,New York Registry Shs,,
SLTTF,SLATE OFFICE REIT TR UNIT,Pink Current,1.080000,,0,Units,,
SLUNF,SOLUTIONS 30 SE,Pink Limited,3.360100,,0,Foreign Ordinary Shares,,
SLVDF,SILVER DOLLAR RES INC,OTCQX International,0.200265,-0.365700,49850,Foreign Ordinary Shares,Canada,British Columbia
SLVFF,SILVERLAKE AXIS LTD ORD,Pink Current,0.176000,,24,Foreign Ordinary Shares,,
SLVMF,SILVER MINES LTD SYDNEY,Pink Current,0.120000,,0,Foreign Ordinary Shares,Australia,New South Wales
SLVRF,SILVER ONE RESOURCES ORD,OTCQX International,0.221600,-0.960900,65005,Foreign Ordinary Shares,Canada,British Columbia
SLVTF,SILVER TIGER METALS INC,OTCQX International,0.143900,0.208900,12133,Foreign Ordinary Shares,Canada,Nova Scotia
SLVYY,SOLVAY SA UNSP/ADR,OTCQX International Premier,11.240000,,86,ADRs,Belgium,
SLXXF,FINTECH SELECT LTD,Pink Current,0.015000,,0,Foreign Ordinary Shares,Canada,Ontario
SLZNF,SLAVE LAKE ZINC CORP,Pink Current,0.030800,,0,Foreign Ordinary Shares,,
SMAGF,SOMA GOLD CORP,OTCQB,0.439200,,0,Foreign Ordinary Shares,Canada,British Columbia
SMAL,SUMMIT BANCSHS CALIF,Pink Current,37.550000,,0,Common Stock,USA,California
SMATF,CANADIAN GOLDCAMPS CP,Pink Current,0.459500,,0,Foreign Ordinary Shares,Canada,Ontario
SMAWF,SIEMENS AG ORD,Pink Current,148.486000,1.038400,182,Foreign Ordinary Shares,Germany,
SMAYF,SIMEC ATLANTIS ENERGY LTD,Pink Current,0.016500,,0,Foreign Ordinary Shares,Singapore,
SMBMF,SEMBCORP MARINE LTD,Pink Current,0.106500,4.988200,255,Foreign Ordinary Shares,Singapore,
SMBMY,SEATRIUM LIMITED UNSP/ADR,Pink Current,1.008600,0.860000,301,ADRs,Singapore,
SMBVF,SOMBOON ADVANCE TECH NVDR,Pink Limited,0.000000,,0,Other Security Type,,
SMCAY,SMC CORP JAPAN S/ADR,Pink Current,23.200000,-0.897100,1319019,ADRs,Japan,
SMCDF,STRATEGIC MINERALS ORD,Pink Current,0.004200,,0,Foreign Ordinary Shares,United Kingdom,England
SMCE,SMC ENTERTAINMENT INC,Pink Current,0.000700,0.000000,1366832,Common Stock,USA,Florida
SMCYY,SIMCORP A/S UN/ADR,Pink Limited,10.650000,1.719200,220,ADRs,,
SMDPY,SUMITO DAIN PHAR UNSP/ADR,Pink Limited,2.900000,,0,ADRs,,
SMDRF,SIERRA MADRE GOLD SILVER,OTCQX International,0.312900,,0,Foreign Ordinary Shares,Canada,British Columbia
SMDZF,STRATEGIC METALS LTD NEW,Pink Current,0.172000,-7.477100,2000,Foreign Ordinary Shares,Canada,British Columbia
SMEBF,SIME DARBY BHD NEW ORD,Pink Limited,0.465500,,0,Foreign Ordinary Shares,Malaysia,
SMECF,SMC CP,Pink Current,464.070000,0.075000,1546,Foreign Ordinary Shares,Japan,
SMEGF,SIEMENS ENERGY AG,Pink Current,14.050000,,2,Foreign Ordinary Shares,Germany,
SMEV,SIMULATED ENVIR CNCPTS,Pink Current,0.005300,,0,Common Stock,USA,Wyoming
SMFKY,SMURFIT KAPPA GROUP ADR,Pink Current,38.950000,-1.542000,31494,ADRs,Ireland,
SMFNF,SUMITOMO MTSU FINCL GRP,Pink Current,43.410000,-1.161200,90,Foreign Ordinary Shares,Japan,
SMFRF,SUMITOMO FORESTY CO LTD,Pink Limited,24.760000,,0,Foreign Ordinary Shares,Japan,
SMFTF,SMURFIT KAPPA PLC ORD,Pink Current,38.340000,-1.287100,475,Foreign Ordinary Shares,Ireland,
SMGBF,SAN MIGUEL CORP ORD,Pink Current,1.850000,,0,Foreign Ordinary Shares,Philippines,
SMGE,SIGMATA ELECTRONICS INC,Pink Current,0.000000,,0,Common Stock,,
SMGI,SMG INDUSTRIES INC,OTCQB,0.349900,9.343800,18539,Common Stock,USA,Texas
SMGKF,SMITHS GROUP PLC,Pink Current,20.005700,,0,Foreign Ordinary Shares,United Kingdom,England
SMGLF,SAN MIGUEL BREWERY LTD,Pink Current,0.170000,,0,Foreign Ordinary Shares,,
SMGRF,SUMMERSET GROUP HLD ORD,Pink Current,5.300000,,0,Foreign Ordinary Shares,New Zealand,
SMGZY,SMITHS GROUP PLC S/ADR,Pink Current,19.730000,-0.303200,7858,ADRs,United Kingdom,England
SMHGF,SIMCERE PHARM GRP LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
SMHRY,SMOORE INTL HLDGS ADR,Pink Current,0.000000,,0,ADRs,,
SMIRF,SEMIRARA MNG & PWR CP,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
SMIZF,MELIA HOTELS INTL ORD,Pink Limited,5.950100,,0,Foreign Ordinary Shares,Spain,
SMKUF,CP AXTRA PUB CO LTD DR,Pink Limited,1.110000,,0,Foreign Ordinary Shares,Thailand,
SMKUY,CP AXTRA PCL  U/ADR,Pink Limited,1.060500,,0,ADRs,Thailand,
SMLKF,SYNLAIT MILK LTD,Pink Current,0.971000,,0,Foreign Ordinary Shares,,
SMME,SMARTMETRIC INC,Pink Current,0.000900,12.500000,1072874,Common Stock,USA,Nevada
SMMNY,SIEMENS HEALTHINEERS ADR,Pink Current,24.560000,-1.799300,36546,ADRs,Germany,
SMMR,SYMMETRY TECHNOLOGIES INC,Pink Limited,0.049000,,0,Common Stock,USA,Florida
SMMYY,SUMITOMO MTL MNG UNSP/ADR,Pink Limited,7.600000,-1.935500,56299,ADRs,Japan,
SMNEY,SIEMENS ENERGY UNSP/ADR,Pink Current,13.920000,-1.486200,15731,ADRs,Germany,
SMNNY,SHIMANO INC UNSP/ADR,Pink Limited,14.400000,-1.572100,93113,ADRs,Japan,
SMNRF,S2 MINERALS INC,Pink Current,0.111300,,0,Foreign Ordinary Shares,,
SMNUF,PT SARANA MENARA NUSA ORD,Pink Limited,0.060000,,0,Foreign Ordinary Shares,Indonesia,
SMOFF,SONORO GOLD CORP,OTCQB,0.059200,10.242100,3500,Foreign Ordinary Shares,Canada,British Columbia
SMORF,SMOORE INTERNATIONAL HLDG,Pink Current,0.930000,,0,Foreign Ordinary Shares,,
SMPBF,PLAYGROUND VENTURES INC,Pink Current,0.134100,,0,Foreign Ordinary Shares,Canada,British Columbia
SMPEF,SOUTHERN EMPIRE RES CORP,OTCQB,0.025100,,0,Foreign Ordinary Shares,Canada,British Columbia
SMPNY,SOMPO HOLDINGS INC U/ADR,Pink Limited,21.430000,-2.446400,11634,ADRs,Japan,
SMREF,SUN SUMMIT MINERALS CORP,OTCQB,0.040700,,0,Foreign Ordinary Shares,Canada,British Columbia
SMRSF,SOLSTICE MINERALS LTD,Pink Current,0.100000,,0,Foreign Ordinary Shares,Australia,Western Australia
SMRVF,SMOOTH ROCK VENTURES NEW,Pink Current,0.061725,,0,Foreign Ordinary Shares,Canada,British Columbia
SMSEY,SAMSONITE INTL UNSP/ADR,Pink Current,17.410000,0.635800,2011,ADRs,China,Hong Kong
SMSKF,SUMISEKI HOLDINGS INC,Pink Limited,2.360000,,0,Foreign Ordinary Shares,Japan,
SMSMY,SIMS LTD SP/ADR,Pink Current,10.240000,,1,ADRs,Australia,New South Wales
SMSOF,SAMSONITE INTL SA ORD,Pink Current,3.340000,,60,Foreign Ordinary Shares,China,Hong Kong
SMSSY,SMS CO LTD UNSP/ADR,Pink Limited,9.190000,,0,ADRs,Japan,
SMSZF,SMS CO LTD ORD,Pink Limited,25.500000,,0,Foreign Ordinary Shares,Japan,
SMTEF,SMART EYE AKTIEBOLAG AK,Pink Limited,4.750000,,0,Foreign Ordinary Shares,,
SMTGF,SMA SOLAR TECHNOLOGY AG,Pink Current,78.170000,,0,Foreign Ordinary Shares,Germany,
SMTGY,SMA SOLAR TECH UNSP/ADR,Pink Current,8.025000,,2,ADRs,Germany,
SMTJF,SEMITEC CORP,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Japan,
SMTK,SMARTKEM INC,OTCQB,0.180000,,0,Common Stock,United Kingdom,England
